"","x"
"737","¿Habéis escuchado el podcast de esta semana, primas? El más difícil por ahora, pero nos ha encantado hacerlo. Gracias a todas las que participan, incluidas @BeatrizGimeno1 y @elpartoesnuestr https://t.co/bknjm6jbKC"
"738","@Ayzharea Gracias 💜"
"739","Ay audios que no sé mantener el tipo eh https://t.co/N8qzRc5zFa"
"740","Es que qué bonito lo que hacemos. 💜"
"741","Su polla lo consideró apropiado y punto. https://t.co/o4FAXhq1QY"
"742","Primas, ya ha salido el Radiojaputa de esta semana. 

https://t.co/kRTqZpR0DH

Especial maternidad / no maternidad."
"743","@Adicta999 Se ha entendido perfectamente. Un beso 💜"
"744","@cucueuPTM Yo aprobaría eso aunque sólo fuera para que quedara claro ya que no habría mujeres que se ofrecieran  a algo así. A ver si con eso de callaban ya."
"745","A las 8.30 sale el Radiojaputa de esta semana. Especial maternidad /no maternidad. https://t.co/iEs9cxqErl"
"746","@NueraEnfurecida @Tuices @srtagalicia wing-chun!"
"747","A los que se oponen a la acogida de seres humanos también también les jode esta información. Recordemos de qué bando hablamos. https://t.co/5aT1WOeYV7"
"748","@JoseReggina &lt;3"
"749","@ruvenholas &lt;3"
"750","Cada día: ""la calificación jurídica correcta no es la agresión sexual, sino la de abuso sexual, puesto que no hubo violencia"" https://t.co/hgNMS1ZA35"
"751","@KaviPerea @TowandaRebels la ley ya es justa."
"752","Ya está actualizada la lista de música de Radiojaputa! Con La Diputada.

https://t.co/RGTctteio1"
"753","@Nemesiswings pues ya tarda Pixar en hacer una peli sobre ese agujero negro con tupé."
"754","Gracias por este hilo. https://t.co/bIqOLWCVHD"
"755","@Nemesiswings qué esto, prima"
"756","Buen sábado. He escrito sobre la ley del aborto en Argentina y sobre los argumentos en contra.

https://t.co/6cyxy2d7ff"
"757","@MariaSol666 &lt;3"
"758","@MariaSol666 no ven nada malo, lo llevan mu adentro. Además de machista es frívolo, y demuestra la nula importancia que le dan."
"759","@sardinapicante que haya que explicar en 2018 esto..."
"760","@sardinapicante y a la españolas, eso no lo hace un deporte inclusivo, ni sus campos un espacio seguro, ni a sus gradas acogedoras para la mujer."
"761","@makoi76 pues que hablen las argentinas, que sí saben."
"762","Símiles futboleros para describir la victoria de las feministas argentinas. Y no se va a la mierda nunca esta gente. https://t.co/4M8tA0p787"
"763","He escrito sobre la ley del aborto en Argentina &lt;3

https://t.co/6cyxy2d7ff"
"764","Las menciones. https://t.co/yei3TyzW0I"
"765","@jorge_chaos ya puedas tener 40 hijos que eso sigue sin ser conciliación, te parezca mal o bien la medida."
"766","@jorge_chaos este tuit imagino que será putísima coña."
"767","@JRhodesPianist con TV, creo que El Chorrillo."
"768","¿Por qué hablan? ¿Por qué desarrollan propuestas sin informarse siquiera sobre el tema en cuestión? Qué digo, sin saberse ni la definición más básica!"
"769","Cuando no sabes que la conciliación es CONCILIAR la vida familiar y la profesional pasa esto: C's hace una propuesta para que sigas trabajando sin ver a tus hijxs: tendrán + semanas de cole. De hecho habrá MENOS conciliación: el profesorado trabajaría más y verá menos a los suyos https://t.co/BnYAgGQirG"
"770","Esto es un trozo del podcast de esta semana. Aquí tenéis el podcast entero: https://t.co/TdUbDd25uA https://t.co/5UJbLmiGEL"
"771","Gracias! https://t.co/R79UH0UmqY"
"772","@gaelx @rocio_gfb @EvaPerezL gracias, camarada &lt;3"
"773","@gaelx doña @rocio_gfb"
"774","@Joan_Guivernau  https://t.co/na6tCJqjfa"
"775","""Si alguien tiene que morir, que sea la madre"". https://t.co/yU91dHngbf"
"776","@kodonyat ""Si alguien tiene que morir, que muera la madre"". https://t.co/yU91dHngbf"
"777","También hay diputados que hablan durante 20 minutos y no me queda claro si están a favor o en contra. Qué dolor de cabeza."
"778","@kodonyat Nadie tiene el cerebro retorcido, se llama misoginia. https://t.co/P2wYXv40rY"
"779","@Liana_Munoz esa me la perdí"
"780","El error de follar, más bien. https://t.co/ORadLMnp8i"
"781","@kodonyat Ni viéndolos morir en directo les importa una mierda, imagina lo que les da mujeres que ni ven porque se esconden para abortar."
"782","@kodonyat te sorprende que les dé igual eso cuando aquí en España hay partidos al completo que les da igual que mueran refugiados a miles? La deshumanización de los sectores vulnerables no es nuevo."
"783","Otro señoro basando su NO al aborto en que el feto tiene un ADN diferente a la madre. Los que no tengan útero que se callen la boca y se hagan los muertos.
https://t.co/v5fqu8nCjb https://t.co/2vtg8im0i0"
"784","Tanto les importa la vida, tan provida son, que no les importa si son mujeres las que mueren. Misoginia."
"785","Lo que se debate siempre con el aborto es si las mujeres que abortan clandestinamente merecen correr el riesgo de morir o no. Y ahí sale la misoginia por los poros de muchos. Que se arriesguen y si tienen que morir, que mueran. Ese es el pensamiento de los que votan NO al aborto."
"786","""Ni una mujer tiene que morir por tomar la decisión más difícil de su vida. No deshumanicemos esta decisión, como si la mujer fuera un extraño que aniquila vidas alegremente"". https://t.co/hlEYl5WF7Y"
"787","""Por las mujeres, por nuestras hermanas, llegó el tiempo en el que hay que respetar nuestras ideas, nuestros cuerpos; llegó el tiempo de no maltratarnos, de no matarnos por ser mujeres"".
https://t.co/v5fqu8nCjb"
"788","""Aquí no hay un debate sobre la vida o la muerte. Hay un debate sobre el aborto será legal o seguirá siendo clandestino e inseguro"".
Pues eso. https://t.co/Rrq7C9AbfN"
"789","Eso, el amigo se llamaba Pitu. Ocho hijos tiene Pitu. Es pobre. Pero lo importante es que resistió ""la tentación del aborto"". https://t.co/z4ga8BlThY"
"790","""Este gobierno ha recortado en 13.000 millones el presupuesto para la ley de educación sexual"". https://t.co/KMxi110qj1"
"791","Aquí, escuchando a este señor intentando convencer de que NO al aborto. Saca a colación a un amigo pobre que ya espera su octavo hijo. ""El aborto fue una tentación"", dice.
https://t.co/v5fqu8nCjb https://t.co/p9IDEKSsxY"
"792","""La sucesora de Bertuccelli en la función teatral fue Érica Rivas, quien denunció los mismos problemas"" https://t.co/udIQ0EVGHt"
"793","https://t.co/v5fqu8nCjb"
"794","Los pelos de punta. Argentinas, ¡FUERZAAA! &lt;3&lt;3&lt;3&lt;3 https://t.co/bo2hDc1lH8"
"795","@EmiliaLaura @RequenaAguilar sí, así lo había entendido yo. El momento de irte de viaje no es el momento de echarte en cara que estás haciendo muchas cosas y eso se te está olvidando. Bueno, nunca es buen momento, pero ese me parece incluso peor."
"796","@LrdsgtrrzCano @eldiarioes ahhh, no iba por ella, es una canción infantil, ajajja"
"797","@LrdsgtrrzCano @eldiarioes perdón?"
"798","@Adelski mándanos un audio con esto, por fi! we need you!"
"799","@AnaizquieA pues manda audio! te necesitamos!"
"800","@Elsotis @altairdiv de hecho te ayudó a cerrar ese debate, que es tormentoso y eterno."
"801","Os recuerdo que el podcast del lunes irá sobre la maternidad. Todo lo que queráis contar, mandadlo en un audio al 636 75 14 20.
(Resumid, por fi, que prefiero que lo hagáis vosotras a editaros nosotras después y tener quitar cosas que os hubiera gustado dejar). https://t.co/ZsQvyAYra6"
"802","Sí, lo sé. Eso es algo que puede solucionar @TwitterEspana, yo no puedo hacer nada. https://t.co/XEwnsRtZK8"
"803","@DeMunno86 jajajaja, ojalá!"
"804","Primas, que ya he llegao https://t.co/Eem5j9YY2L"
"805","Efectivamente, me lo ha dicho un hombre. https://t.co/iZrh2jKEfC"
"806","@MissMilkaoreo está claro, me lo dijo expresamente la siguiente ginecóloga."
"807","Me comentan que mi episodio con el ginecólogo fue un exceso POR MI PARTE.
Lo que te cuento, prima. https://t.co/XtaH7JZJbk"
"808","@noplayable ahhh, jajajaj, ya decía yo, digo qué extrema!"
"809","Las he escuchado todas https://t.co/D0QQRRzZeq"
"810","@noplayable no creo que nadie llegue ahí. Una cosa es que tu vida te gustara más antes de tener criaturas y otra muy diferente que los entregues como si no los quisieras."
"811","Y a mí. Y, sin embargo, el miedo de las no madres es ""a ver si me voy a arrepentir en el futuro"". La presión es TAN grande. https://t.co/szmiFoEqbt"
"812","A ver, que es que se nos olvida que es el PSOE. Con sus dueños de siempre, sus deudas de siempre y su ""y tú más"" de siempre. https://t.co/8wqxZ7AhGW"
"813","@liyonking ¿crees que no se entiende?"
"814","@liyonking pero es que en mi relación lo usamos para eso justamente. Por eso quise especificar ""en mi relación"" que antes he dicho que es estable y de años"
"815","@protestona1 gracias, camarada!"
"816","@liyonking ay, he especificado que es gasto durante mi relación, gasto en condones sin más."
"817","Ya em-pe-za-mos. https://t.co/v1rVSMFYUz"
"818","Màxim el breve. https://t.co/hoqkAxA7nr"
"819","He escrito sobre la maternidad. O sobre la NO maternidad, vaya.

https://t.co/9Rw482Muxt"
"820","La otra mitad aún piensa que no puede llamarlo acoso si nadie la apunta con una navaja. https://t.co/WNkFonejdE"
"821","@Felpeyina &lt;3 (yo me doy con ese muro de cabeza, ajaja)"
"822","@NueraEnfurecida te he mandado un DM para que puedas escribirme que si no, no te deja."
"823","@irrisoria me lo apunto. Se ve que dibujo siempre con el izquierdo XD"
"824","Lo que tengo en mente cuando voy a dibujar vs lo que me sale después de dos días. https://t.co/4zG7cjXhwM"
"825","@NueraEnfurecida Mejor por dm. Más espacio. Me lo recuerdas mañana?"
"826","@NueraEnfurecida Es más largo, tiene segunda parte abajo de la web. La genitalidad es la herramienta del patriarcado para oprimirnos, no podemos invisibilizarlo, para eso ya está el patriarcado!"
"827","@NueraEnfurecida (Tengo bloki a esta cuenta, así que lo voy a responderle a lo que sea que diga. Pero si quieres debatir sobre radfem aquí estoy)"
"828","@NueraEnfurecida @arsenebellerose https://t.co/pvFp9zF96Y es bastante buena. Y si te llaman terf alguna vez (te pasará antes o después) échale un ojo a https://t.co/uirOfuY71V"
"829","@NueraEnfurecida @arsenebellerose Lee mejor críticas marxistas al transfem, a mí me sacaron de dudas. Por eso está persona pregunta si soy transfoba, porque soy radfem y hablo de coños."
"830","@vox_es Sois malas personas. Si vuestro dios existiera le daríais vergüenza."
"831","Es para ponérselo en las menciones a todos los fascistas del ""mételos en tu casa"". https://t.co/ZZKIKqLqyN"
"832","@AnaOnrubia hecho! muchas gracias"
"833","Se llama ""Inés, Inés, cuántos hijos va a tener"".

https://t.co/9Rw482Muxt"
"834","@Tobiasenmuth2 jsajajaj &lt;3"
"835","@jorge_chaos eso!"
"836","@MAntisistema gracias a ti!"
"837","Por Peonía! https://t.co/7WSkRUP0Yr"
"838","Pal artículo de mañana he contado mi vida, primas. Sobre la maternidad. Sin ser yo madre ni na de eso."
"839","@sara_aptc ya lo he visto todo"
"840","El podcast de esta semana está entre lo más leído de https://t.co/OPowTllIEz, primas.
https://t.co/TdUbDd25uA https://t.co/7uYTlodDj5"
"841","Homofobia: 0
Racismo: 0
Gays: 0
Lesbianas: 0
Orientación sexual: 1
(Aquí: Restituir la igualdad jurídica, que las penas sean iguales por un mismo
delito para todos los ciudadanos, sea cual sea su sexo u orientación sexual)."
"842","@enferbodoke ajjajaja"
"843","Yihadismo: 8
Terrorismo: 41
ETA: 47
Cadena perpetua: 1"
"844","Machismo: 2
1.Corregir la falsa detección de causas (machismo). Reformular la consideración judicial de la enfermedad mental, evitando que los ENFERMOS cometan un delito
2.Especificar la causa de las muertes, sin presunción que todo crimen masculino contra mujeres es por machismo"
"845","LGBT: 0
""Reforma de la Ley de Violencia de Género reconvirtiéndola en una Ley de Violencia Intrafamiliar"": 1
""Aborto"": 10
""Amenaza"": 12
""Defensa"": 51"
"846","Estoy bicheando el programa de Vox.
Contando por palabras: 
 
""España"" 76 veces
""Cambio climático"" 0 
""Españoles"" 40 
""Islam"" 14 
""Islámico"" 6 
""Yihad"" 14
""Se eliminará el departamento de Igualdad"" 1
""Eliminación de la legislación basada en la ideología de género"" 1"
"847","@angelapolo no es mía, es de una oyente! dale!"
"848","@AlvaroIURonda &lt;3"
"849","Qué rápido se me pasa el podcast, primas. =(

https://t.co/TdUbDd25uA"
"850","Aquí! https://t.co/OuDuTHayKK

&lt;3 https://t.co/Wj5VGvxwJ0"
"851","""¿Qué podemos hacer como hombres para que más mujeres lleguen a puestos de responsabilidad?""

Pregunta un estudiante que tuvo que votar entre 4 hombres para rector de su univ. Su voto ponía: ""Mi voto es para la mujer que rompa el techo de cristal""

https://t.co/TdUbDd25uA"
"852","Feminista, Reina de la Pista.

https://t.co/DCEkY08WXR"
"853","Hablamos de la dictadura del fútbol en el recreo con una profe.

https://t.co/DCEkY08WXR"
"854","Congelación de óvulos, el último hit del dúo patriarcado-capitalismo.

https://t.co/DCEkY08WXR"
"855","La semana que viene haremos un especial maternidad en Radiojaputa: violencia ostétrica, presiones para ser madre, no-mo, lactancia prolongada, etc.

https://t.co/DCEkY08WXR"
"856","Isabel corrió la misma suerte que muchas intelectuales de la época: exiliada en México, nunca conseguiría cumplir su sueño de volver a España, porque murió un año antes que Franco.  

https://t.co/DCEkY08WXR"
"857","Dedicamos este podcast a Isabel Oyarzabal. Y ponemos a Amalia Molina de fondo. La bomba de la vida.

https://t.co/TdUbDd25uA"
"858","¡Ya está el RADIOJAPUTA de esta semana, primas!
AMO A ESCUCHARLO
https://t.co/TdUbDd25uA https://t.co/JZTOQHwwjT"
"859","Para que no entre gente como tú. https://t.co/DoAnCF9Clv"
"860","@Lena_Prado en su momento también fue gracioso, pero el pinchazo de los 150 pavos aún me dura."
"861","@arwen_mp @Lena_Prado pero es que flipo con que te den relajantes musculares para eso, si el bruxismo es casi para toda la vida. Y tu estómago sufriéndolo, claro."
"862","@Lena_Prado @arwen_mp cosas meditar, yoga o hacer ejercicio (todo de noche, en vez de durante el día) hace que disminuya. Al menos a mí."
"863","@Lena_Prado la mía se la comió mi perro y ahora estoy haciéndome otra. Vamos a hacer un crowdfunding para tu funda!"
"864","@arwen_mp @Lena_Prado yo pasaría de los relajantes porque no es algo que se vaya a irse, no es como ""una semanita y se pasa"". Yo llevo años. La funda vale unos 150 euros."
"865","@Lena_Prado no tienes funda? a mí con la funda no me duele la cabeza."
"866","En una hora empezamos!! https://t.co/SIm0UrNTB6"
"867","@subversivos_ @RAEinforma que eso sea la portada de la Razón, por muchas comillas que tenga, significa que esto está ganao!"
"868","@subversivos_ @RAEinforma no le preguntes que se piensan que nos interesa XD"
"869","@_meridiana_ qué va, yo estigma ninguno, pero desde que vivo en Madrid me dicen que vocalice más que no me entienden (ya ves tú, nunca he tenido acento cerrado) y después de 12 años aquí ya no sé ni cómo hablaba yo."
"870","Se ha disculpado??? https://t.co/n7FUYmF3dT"
"871","Por favor, leed al final del artículo, donde @Guerraeterna tuvo que hacer una aclaración. Es real. https://t.co/P342OSmahw"
"872","@SalvaArraijanal @MalagaNoSeVende pasa link!"
"873","@Allmyfalselife muchas gracias, compañera. Cuando quieras, anímate tú también a hablarnos! &lt;3"
"874","@Hinoirij jajajaj gracias!"
"875","@lucybOOOOOm Yo lucho por la igualdad, tú te dedicas a intentar hacer sentir mal a mujeres en internet. Creo que está claro dónde está el odio y quién tiene que cuidarse la salud."
"876","@delawen ayyyy, no me digas eso =("
"877","@emedemariam ayyy, te mando un abrazo &lt;3"
"878","@IrenePueblas si parecías locutora, tía!"
"879","Lo hacéis genial TODAS, entre otras cosas porque no hay forma de hacerlo mal. Y cuando os escucho, sea como sea el audio, ya os quiero un poquito, porque es como conoceros. Es muy bonito estar a este lado del móvil &lt;3"
"880","Nos han metido muy dentro que tenemos que ser brillantes para ser valoradas como un hombre cualquiera. Que no tenemos cosas importantes que decir, que a ver qué formas usamos, que somos exageradas y estamos ""locas"".
Y me da una rabia que qué asco, de verdad."
"881","Este podcast es NUESTRO, compañeras, de vosotras para vosotras, y yo en medio cantando Sia. Sois anónimas, libres de decir y desdecir, y nadie va a criticaros nunca en este podcast."
"882","Y la cuarta: casos en los que mandan un audio y a las horas me piden que no lo saque, que se van a pensar mejor cómo decirlo y de qué manera.
Hombres que hayan pedido esto: cero."
"883","La tercera: tras mandar un audio, las mujeres también tendemos a explicarnos mejor en otro audio, porque nos hemos escuchado en el primero y pensamos que hay algo que puede malinterpretarse y hacer daño a alguien."
"884","La segunda: muchas mujeres mandan un audio contando lo que quieren decir, y un segundo audio (tras escucharse) pidiendo disculpas porque se veían cabreadas al hablar o nerviosas."
"885","Después de 9 semanas y de escuchar varios miles de audios con el Radiojaputa, me he dado cuenta de varias cosas. 
La primera: he perdido la cuenta de las mujeres que sienten ""vergüenza"" o ""nervios"" por hablar en la radio. Hombres ha habido DOS casos."
"886","@lucybOOOOOm insistencia? es nuestra forma de hablar, y así va a seguir siendo. A quien le moleste, aire."
"887","@mikealicante jajajajaja, lanzar hondas. Más debería lanzar, más!"
"888","Ahora escribirán otros 200 posts comentando que hay que ver lo que he dicho sobre los forococheros."
"889","@estadoingravito no sé, la verdad. Tampoco me quita el sueño, es que se retratan con esos comentarios."
"890","Comparten a saco mi podcast en plan: QUÉ HA DICHO QUÉEEE???

Pinchando to dios en el enlace. Muy listos no son."
"891","73 mensajes sobre esto en Forocoches. 73. Madre mía, qué importante soy para ellos. https://t.co/dccNR7KZMI"
"892","@Irbidan Ha dado en el clavo en TODO"
"893","Questraño https://t.co/yPF0RQXcYU"
"894","Me flipan los que intentan disimular que son trols. ""Lo vi en la biblioteca..."" XDDD
Y luego lo comentan en Forocoches. https://t.co/YqdXw25Gba"
"895","El otro día se reunieron en Forocoches para poner críticas negativas a mi libro sobre machismo. Luego se animaban a votarse entre ellos. Resultado:

https://t.co/N87VLsuLFn https://t.co/n6hqGUhRIO"
"896","Vaya por dios https://t.co/qn2sgjjSas"
"897","@Nemesiswings jajajajaj"
"898","¿Queréis que os enseñe más o lo dejamos aquí? https://t.co/pN3O8w8anU"
"899","kajajajajajjajaja https://t.co/7ovRVVeqQl"
"900","@violet_nane jajajajjaja"
"901","@cucueuPTM todo lo que sean movidas que nos obligan a tener cuidado de no romper/manchar/estropear es patriarcal y siempre para nosotras: pelo largo, uñas largas, faldas cuidao con las bragas, etc."
"902","Esto lo vi en instagram, y los ojos parpadean. https://t.co/cRS7VEsXf4"
"903","JAJAJAJAJJAJAJA https://t.co/cOIMYIhxAz"
"904","Fácil, cómodo y para toda la familia. https://t.co/5aDunqSLVT"
"905","Sí, también lo vi el otro día. https://t.co/UGFVW59BH9"
"906","No encuentro esa manicura que te meten un jueguito con una bolita para que juegues a colarla en un agujero. No la habéis visto?"
"907","Insostenible. https://t.co/tAHfN3gPEc"
"908","@SaioaConde cuál es esa, no la he visto!"
"909","También se lleva echarse 90 o 100 capas de esmalte. Cómo se te queda el cuerpo. Descompuesto. https://t.co/JgNlfDt1Fl"
"910","MANICURA CUBIERTOS. https://t.co/97oNdRnqEd"
"911","@sofiolo la estoy buscando también, no la cuentro ahora"
"912","Espérate que no encuentro ahora una manicura que te meten un juego dentro de la uña. COMO SUENA."
"913","@Lucas10lh jajjaja"
"914","Manicura MUELAS. (Con carie incluida)
https://t.co/qkMOJdM0Lt"
"915","Manicura HUEVOS.
QUÉ ES ESTO. https://t.co/B8OktMK73b"
"916","@Hugo_Espadas @Guerraeterna jajajajajja"
"917","Comentemos la movida que está pasando en Instagram con las manicuras, amigas. QUÉ ESTÁ PASANDO? ESTO ES REALMENTE IMPORTANTE."
"918","@Guerraeterna la talla 38 me aprieta el chocho y este helado me aprieta el intestino que veremos a ver si no acabo mala."
"919","@sofiolo lo de siempre pero publicado por Contexto."
"920","440 ml, para no mentir. Praliné."
"921","Me he comido una tarrina de medio litro de helado y me SIENTO MORIR pero al menos no he leído el artículo ese del puritanismo."
"922","@MagdalenaProust 2018 y hay que andar así."
"923","@calcosares @DabitxoPiston @pelayomoran_58 @MeLlamanSamu_ @tomasarnon @CriS_Rodriguez @LaVanguardia lo peor es con el desdén que te hablan, y la sorna, como si supieran mucho. Como si tú hubieras elegido tu alimentación basándote en cosas erróneas, cuando son ellos los que no saben una mierda XD"
"924","@DabitxoPiston @calcosares @pelayomoran_58 @MeLlamanSamu_ @tomasarnon @CriS_Rodriguez @LaVanguardia en qué filas no los hay? yo sigo a muchas y muchos y no tengo ni un tarado. Igual consideramos ""tarados"" a cosas diferentes. Lo que está claro es que mola resaltar a ésos y no reflexionar sobre el centro del debate. Lo veo a diario."
"925","@calcosares @DabitxoPiston @pelayomoran_58 @MeLlamanSamu_ @tomasarnon @CriS_Rodriguez @LaVanguardia es que harta. Me recuerda a hace años con el feminismo: uh, todo es machismo, no será que el problema lo tienes tú? hay cosas más importantes por las que luchar, etc."
"926","@calcosares @DabitxoPiston @pelayomoran_58 @MeLlamanSamu_ @tomasarnon @CriS_Rodriguez @LaVanguardia es de mofa y además los chistes que ves a diario es en contra de vegetarianos y veganos. De gente que se dice de izquierdas, ojo. Cada día. Pero los ""pesados"" somos nosotros!"
"927","El mundo al revés, este panfleto denunciando a antifascistas. https://t.co/wqjJM9qCtF"
"928","Estoy escuchando los audios para el próximo Radiojaputa y una oyenta me recomienda esta maravilla. Qué pena que sólo esté en inglés

https://t.co/ExEeo28eZg"
"929","@Miss_Morticia Jajajaja... Wing chun!"
"930","@vdelaparra1 gracias! buena siesta"
"931","@vdelaparra1 ¿? yo tampoco"
"932","@vdelaparra1 pero sabes qué significa la frase? o sea, popularmente, a qué se refiere soplar aquí?"
"933","@Zobooksread &lt;3
Aquí ttienes otra lista https://t.co/33XgnoO65m"
"934","@vdelaparra1 sí? la verdad es que no sé qué significa XD"
"935","@Zobooksread https://t.co/OuDuTHayKK"
"936","Dejadlo ya, en serio, ¿no veis que nos la sopla? https://t.co/TKXGmG7wJu"
"937","Literalmente, más de un minuto del vídeo es el comentarista con voz de graciosete comentando un partido de tenis que juegan en el patio de la cárcel. https://t.co/zBfsilwlwe"
"938","@saharwow1 @rubenfriasactor @RebecaS72720624 tremendista yo, no? XD"
"939","@saharwow1 @rubenfriasactor @RebecaS72720624 hombre, comparar el OPUS y el poder que tiene con un colectivo marginado y oprimido me parece tremendo. Y ella no iba pidiendo permiso, como se ha demostrado."
"940","@saharwow1 @rubenfriasactor @RebecaS72720624 viene más por paya que por lesbiana, me parece. Yo como soy paya y hetero, me callo el doble antes de meterme a hacer películas o a hacer titulares en contra de sus reservas o críticas."
"941","@saharwow1 @rubenfriasactor @RebecaS72720624 por qué no preguntáis directamente a las gitanas qué tiene de malo esa película?"
"942","@AndreaMsiso sí, díganos."
"943","@saharwow1 @rubenfriasactor @RebecaS72720624 y luego dice que las gitanas no tienen voz, cuando lo poco que ha oído sus voces ha pasado completamente de escucharlas. Hay que tenerla de cemento."
"944","@saharwow1 @rubenfriasactor @RebecaS72720624 en la entrevista literalmente dijo: me decían que no de todos sitios, o que por qué no hablaba de gitanas abogadas, profesionales, etc. pero es que ella quería hablar de lesbianas, ea, pues nada hija, lo que tu coño quiera."
"945","@saharwow1 @rubenfriasactor @RebecaS72720624 a mí lo que me rechina es su insistencia en que por cojones quería hablar de gitanas lesbianas aunque recibía noes de todos sitios y no conoce a ninguna para haber vivido esa realidad ni de lejos."
"946","@rubenfriasactor @saharwow1 @RebecaS72720624 @GitFeministas ya sólo con el título deja mucho que desear. Como ellas mismas han dicho, si esto se hubiera hecho con otro colectivo ardía Troya.
Yo lo primero que supe del tema fue por la directora y me horrorizó."
"947","¿Habéis escuchao ya el podcast?
Aquí lo tenéis completo: https://t.co/pA8OIRrde9
Y éste es un vídeo que ha hecho El Diario, mucho mejor que los que hago yo. https://t.co/tCViu8ehba"
"948","@saharwow1 @rubenfriasactor @RebecaS72720624 también tienes a @GitFeministas, que han sido vetadas en la peli, métete en su web"
"949","@saharwow1 @rubenfriasactor @RebecaS72720624 un escrito cómo? yo lo que sé lo sé por ella, lo dijo en una entrevista en carne cruda."
"950","@rubenfriasactor @saharwow1 @RebecaS72720624 esto: ""Me pregunto qué pasa con esas gitanas que sí han pedido que se cuente lo que han vivido"" no ha pasado. No ha habido gitanas que le dijeran: sí, por favor, cuéntalo."
"951","@rubenfriasactor @saharwow1 @RebecaS72720624 asociación a la que iba, asociación que le decía que no. Lo dijo ella misma."
"952","@saharwow1 @RebecaS72720624 @rubenfriasactor la directora dijo en una entrevista que la comunidad, fuera a la asociación que fuera, le pidió que no hiciese la película. Pero a ella le importó poco."
"953","@Konspyrenayko @femilinda_ lo que sea menos aceptar que estás defendiendo misoginia."
"954","@Konspyrenayko @femilinda_ claro, follar con empatía es perder la creatividad. Las feministas follamos sólo con la postura del misionero.
Me alegra ver que sois hombres la inmensa mayoría de sus defensores."
"955","@Konspyrenayko @femilinda_ ""La empatía (del griego ἐμπαθής, «emocionado») es la capacidad de percibir, compartir y comprender (en un contexto común) lo que otro ser puede sentir"". Tú ya has dejado claro todo, no sigas."
"956","@Konspyrenayko @femilinda_ perdona? estás diciendo que cuando follas con una tía que no conoces te importa una mierda si quiere? si le duele? si está cómoda? contéstame, por favor."
"957","@Konspyrenayko @femilinda_ XDDD ""sumisión del hombre"". Pobres hombres, estamos oprimiéndolos con nuestra necesidad de empatía.
En fin."
"958","@Meaburro ya hablo de la deseabilidad social (que es a lo que te refieres) en el artículo."
"959","@marronatotal @femilinda_ Ha adelantado a la Paglia por la derecha liberal."
"960","@femilinda_ nadie podía esperar algo así."
"961","@latoatoatoa no sabes la rabia que me da leer esto. Dios, qué asco me dan. Lo siento mucho."
"962","La paradoja del alcohol en agresiones sexuales: si vamos borrachas nosotras, la culpa de las agresiones es nuestra; si van borrachos ellos, la culpa es del alcohol.

https://t.co/AABuvrGhn4"
"963","@VictoriaTfe No, lo siento!"
"964","@Nemesiswings qué dice el iluminao ahora"
"965","@generoenaccion @MagdalenaProust @Nemesiswings @tanqueraytwelve @JasminFuriated @TeresaRodr_ @feminicidio hecho"
"966","@MagdalenaProust @Nemesiswings @tanqueraytwelve @JasminFuriated @TeresaRodr_ @feminicidio Vosotras pedid que mis presupuestos van a dar para todo. Imaginad lo que vamos a ahorrarnos en Defensa y en Iglesia."
"967","@MagdalenaProust @Nemesiswings @tanqueraytwelve @JasminFuriated @TeresaRodr_ @feminicidio Adjudicado el puesto de Secretaria de Estado de la Música
https://t.co/WO0ybRa7cL"
"968","@MagdalenaProust @Nemesiswings @tanqueraytwelve Necesitaré también que @JasminFuriated revise el código penal y todo la mierda la tache con su rotulador rojo.
De legisladora pongo a @TeresaRodr_.
En el observatorio de VG estarán las compis de @feminicidio."
"969","La portavoz será @MagdalenaProust.
La que llevará la hemeroteca para el gulag será @Nemesiswings. 
La que idee cómo derrocar al Gº y ponernos nosotras se lo dejo a @tanqueraytwelve.
Mis tareas serán tomar cafeses con las votantes y reírnos fuerte."
"970","Voy a pedirle a Pdr el Ministerio de Acabar Con Esta Farsa y Empezar la Revolución Feminista Marxista: 
No sé si cabrá en la cartera. Pondremos la iniciales: MACEFERFM."
"971","@caramelitoricoa no, tampoco me refiero al nombramiento de Marlaska. Me refiero a ese tuit, sin más."
"972","@EvaJosefinaS no he seguido mucho la noticia, estoy a mil cosas. A ver si alguien pregunta por el tema en algún audio y nos ponemos. Es que estoy hasta arriba, compañera."
"973","@EvaJosefinaS me da mucha pena, pero es que no se me ocurre otra forma"
"974","@EvaJosefinaS Pues es que tiene que ser audios... no tienes telegram tampoco, intuyo."
"975","Pues claro. Ojalá no nos durmamos en los laureles. https://t.co/I50QX1JrQB"
"976","Se me olvida constantemente. Realmente estamos acostumbradas a la mierda. Cualquier cosa sensata o decente que haga el gobierno ahora nos va a parecer una maravilla por las que dar gracias."
"977","Hostia, me ha hecho boom la cabeza al leer este tuit, no recordaba que ya no está el PP. https://t.co/jM6kxtILQ3"
"978","@DonMitxel_VI y cuando lo pida también."
"979","@luisma_lopez @DPrezklle gracias a diosa no sigo a ninguno de los estusiastas"
"980","@DPrezklle a quién le ha entusiasmado?"
"981","Hasta a VOX tiene que parecerle demasiado ultra este tipo."
"982","Grande-Marlaska
https://t.co/GoMe5uwDsz https://t.co/GmoXiPSk8M"
"983","@TheLadyMiaw @TorrePurpura muchas gracias, compañeras!"
